1096.30000000000	1253	552657.172000000	4176759.28000000	57.5900001525879
1270.80000000000	1423.50000000000	552761.968000000	4176657.29200000	57.5499992370606
1213.80000000000	1410.60000000000	552727.152000000	4176663.64800000	55.9500007629395
255.700000000000	265.300000000000	552152.532000000	4177350.29200000	55.6500015258789
840.300000000000	349.200000000000	552500.880000000	4177278.02800000	14.0500001907349
1340.73000000000	560.180000000000	552800.684000000	4177153.20000000	16.2800006866455
1390.20000000000	201.800000000000	552830.192000000	4177365.14800000	10.2100000381470
639.300000000000	813.200000000000	552379.600000000	4176998.37200000	10.0200004577637
608.170000000000	827.500000000000	552360.600000000	4176990.28000000	9.76000022888184
2220.17000000000	96.9200000000000	553328.160000000	4177428.26800000	13.0799999237061
2032	716.920000000000	553214.868000000	4177056.80000000	11.3299999237061
984.830000000000	1029.08000000000	552587.200000000	4176871.56800000	16.4500007629395
853.080000000000	2011.08000000000	552509.508000000	4176292.61600000	35.8800010681152
2273.58000000000	1225	553361.500000000	4176758.32400000	25.2399997711182
2104.25000000000	1999.17000000000	553261.484000000	4176311.14400000	57.1399993896484
1426.11000000000	1839.33000000000	552855.436000000	4176401.78800000	46.5999984741211
2418.56000000000	1594.06000000000	553449.352000000	4176551.75200000	53.4000015258789
1818.81000000000	692.250000000000	553087.176000000	4177071.24800000	10.4899997711182
1511.36000000000	1218.73000000000	552904.648000000	4176770.24800000	39.3600006103516
1689.44000000000	2227.94000000000	553010.576000000	4176160.12400000	30.3099994659424
647.140000000000	2262.36000000000	552385.668000000	4176141.50000000	34.0299987792969
575.070000000000	2037.64000000000	552341.832000000	4176273.16800000	28.1100006103516
158.200000000000	1017.27000000000	552091.232000000	4176878.70000000	15.0600004196167
1887.86000000000	96.8600000000000	553128.800000000	4177429.96800000	13.3800001144409
1377.86000000000	145.140000000000	552823.024000000	4177399.44800000	12.4200000762939
1197.43000000000	70.1400000000000	552714.228000000	4177445.94400000	13.5699996948242
986.790000000000	1788.50000000000	552589.400000000	4176425.13200000	33.4500007629395
1616.93000000000	538.640000000000	552966.800000000	4177163.96800000	11.7700004577637
1601.14000000000	1603.43000000000	552961.132000000	4176554.33200000	68.1200027465820
978.790000000000	265.140000000000	552582.832000000	4177327.93200000	11.5000000000000
928	350.920000000000	552552.768000000	4177276.73200000	12.1400003433228
1496.71000000000	2336.14000000000	552894.400000000	4176092.27600000	24.6599998474121
814.830000000000	885.580000000000	552485.168000000	4176955.96800000	11.4799995422363
